Tên tác giả,Tên sách,STT,Trích dẫn
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,646,Nếu không “có ý định sở hữu trong tay” thì sẽ “sở hữu trong tay” càng nhiều hơn.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,647,Vì được sinh ra trần trụi nên vốn dĩ không mang theo bất cứ “một thứ gì” đến thế gian này.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,648,"Thế gian này là một chiếc xích đu. Nếu từ vị trí có thể nhìn thấy “toàn bộ xích đu”, ngươi sẽ hiểu được rất nhiều điều mà người ngồi trên xích đu không thấy."
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,649,Không có thứ gì tồn tại được với chỉ “một mặt”.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,650,"“Muốn xóa sổ hết cái ác ra khỏi thế giới này”. Thực ra việc đó có thể dễ dàng thực hiện được. Chỉ cần giết chết thần linh. Khoảnh khắc thần linh biến mất, cái ác cũng sẽ biến mất theo."
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,651,“Việc xấu” sản sinh ra “việc tốt”. Nỗi buồn sinh ra niềm hạnh phúc.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,652,Khổ cực tạo ra cảm giác giải phóng. Sự vội vàng hấp tấp sinh ra sự bình tĩnh. Tiêu cực sinh ra tích cực. “Sự thoái chí nản lòng” sinh ra “sự tích cực không ngừng tiến về phía trước.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,653,"Không thể có một chiếc xích đu chỉ luôn tiến về phía trước. Chính nhờ việc “lui lại đằng sau” nên nó mới có thể “tiến về phía trước”. Trong lúc ngươi tưởng rằng mình đang tiến về phía trước, thực ra ngươi chỉ đang tích lũy “đà” để lùi lại phía sau mà thôi."
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,654,Nếu là thứ “đạt được” thì nhất định một lúc nào đó sẽ “mất đi”.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,655,"“Hãy gậm nhắm nỗi buồn. Hãy chịu đựng nỗi khổ. Hãy chịu đựng sự giày vò. Vì để tận hưởng niềm vui, những điều đó đều là cần thiết.”"
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,656,"Trong lúc tưởng chừng như đang thất bại, thực ra ta đang bắt đầu thành công. Trong lúc tưởng chừng như đang “dần mất đi”, thực ra ta đang “bắt đầu đạt được”."
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,657,Tập hợp của những thứ mà ta có thể xác nhận rằng chúng “có tồn tại” được gọi là “thế giới”.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,658,"“Bằng việc quan sát, người quan sát đã làm cho thế giới phát sinh.”"
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,659,Vũ trụ này khởi nguồn bằng vụ nổ Big Bang. Chuyện xảy ra vào mười bốn tỷ bảy trăm triệu năm về trước.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,660,Nếu không có ít nhất hai yếu tố thì bất cứ “hành vi” nào cũng không thể xảy ra được.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,661,“Chỉ có những người tích lũy cả thành công và thất bại mới là người từng trải.”
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,662,“Trải nghiệm là việc vũ trụ phân tách theo tính chất đối ngược.”
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,663,"Nếu muốn biết một điều gì đó, chỉ cần thám hiểm hai cực của nó."
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,664,Nếu cả “chuyện tốt” và “chuyện xấu” đều xảy ra thì có thể gọi đó là “kinh nghiệm”. Những gã nào chưa bao giờ “thất tình” làm sao có khả năng tư vấn về chuyện “yêu đương”.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,665,"“Sau khi tích tụ năng lượng từ nơi xa nhất phía sau, nó sẽ có thể đu tới nơi xa nhất phía trước.”"
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,666,“Ở thế giới bên ngoài bản thân chẳng có bất cứ thứ gì tồn tại cả.”
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,667,"Từ quang cảnh phía trước của một đôi mắt trong veo không có bất cứ quan niệm nào, số lượng “hình dạng” của các sự vật đã được khai sáng, tương đương với số lượng của những lầm tưởng."
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,668,Đừng bao giờ lặp lại chuyện hét to những điều như “Tôi muốn” nữa.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,669,Điều cần thiết duy nhất chỉ là khiến bản thân lầm tưởng rằng “mình đang được như mong muốn rồi”.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,670,Bệnh tật là thứ có thể “từ bỏ” được.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,671,Hãy lầm tưởng rằng “Tôi đang làm được rồi”. Hãy lầm tưởng rằng “Tôi đã được như mong muốn rồi”.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,672,"Từ suy nghĩ “Tôi muốn biết nhiều hơn nữa” sẽ thành “Tôi rất biết ơn vì tôi đang sở hữu rất nhiều”. Từ chỗ “Tôi chưa làm được”, sẽ thành “Tôi đang làm được rồi. Rất cảm ơn”."
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,673,"Những từ khóa gợi ý để “thay đổi cách lầm tưởng”: Tôi đang làm được rồi, Ổn rồi, Tôi đã rất hạnh phúc rồi, Tôi đã sở hữu rồi, Cuộc sống của tôi đã rất sung túc…"
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,674,Những phần nằm ngoài “thực lực” được gọi là “vận may.
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,675,"“Mày phải tập biết ơn tất cả mọi thứ, dù cho đó là những sự việc không vừa ý mình. Những nỗi buồn ngày hôm qua sẽ giúp chúng ta mỉm cười ngày hôm nay đấy.”"
Mitsuro Sato,Trò Chuyện Cùng Ác Quỷ,676,“Tất cả mọi việc xảy ra vì nó cần phải xảy ra. Tất cả đều đã xảy ra ở những thời điểm hoàn hảo mà nó cần phải xảy ra.”
Otegha Uwagba,Sách Đen,677,Thử bắt đầu ngày làm việc của bạn sớm hơn một giờ.
Otegha Uwagba,Sách Đen,678,Dành giờ đầu tiên trong ngày thiết lập những ưu tiên trong ngày mới và bắt đầu thực hiện.
Otegha Uwagba,Sách Đen,679,Lặp đi lặp lại cùng một bộ trang phục hoặc được biến đổi chút ít ngày qua ngày.
Otegha Uwagba,Sách Đen,680,"Đầu tuần, hãy lặp danh sách những mục tiêu chính trong tuần và sắp xếp theo mức độ quan trọng."
Otegha Uwagba,Sách Đen,681,"Phân chia một ngày thành những “khối công việc” kéo dài hai giờ, trong đó cứ chín mươi phút làm việc lại có ba mươi phúc nghỉ ngơi."
Otegha Uwagba,Sách Đen,682,Chọn một công việc mà bạn muốn hoàn thành trong một khoảng thời gian nhất định và chỉ tập trung và việc đó.
Otegha Uwagba,Sách Đen,683,Lựa chọn thời điểm mà sự tập trung của bạn ở mức cao nhất và lên lịch làm các việc quan trọng vào lúc đó.
Otegha Uwagba,Sách Đen,684,Bắt đầu với nhiệm vụ khó khăn nhất. Cảm giác hoàn thành (và nhẹ nhõm) khi xong một gạch đầu dòng sẽ tạo năng lựơng tràn trề thúc đẩy bạn trong suốt cả ngày.
Otegha Uwagba,Sách Đen,685,"Rời xa hẳn điện thoại hoặc máy tính khi ăn trưa, đó là lúc bạn nạp lại năng lượng cho bộ não của mình nên đừng cố gắng làm nhiều việc cùng lúc."
Otegha Uwagba,Sách Đen,686,Thông thường người ta mất khoảng 25 phút để bắt nhịp lại với công việc đang làm sau khi bị phân tâm.
Otegha Uwagba,Sách Đen,687,"Thử dành ra khoảng một tiếng trong nhật ký mỗi tuần chỉ để suy nghĩ, lên chiến lược và đánh giá cách bạn đang làm việc."
Otegha Uwagba,Sách Đen,688,Có thời hạn thực sự cho công việc có thể cải thiện năng suất của bạn và làm giảm xu hướng trì hoãn không bao giờ kết thúc.
Otegha Uwagba,Sách Đen,689,Không cho phép công việc kéo dài.
Otegha Uwagba,Sách Đen,690,Giữ số lượng từ ở mỗi slide ở mức tối thiểu.
Otegha Uwagba,Sách Đen,691,Hình ảnh là một cách tốt để khán giả chú ý.
Otegha Uwagba,Sách Đen,692,"Ghi lại các điểm chính, từ khóa hoặc thậm chí là phần đầu câu để kích hoạt bộ nhớ của bạn."
Otegha Uwagba,Sách Đen,693,Nhìn vào mắt khán giả và chú ý đến mọi góc của căn phòng.
Otegha Uwagba,Sách Đen,694,Tìm những gương mặt thân thiện trong khán giả và hướng về phía họ.
Otegha Uwagba,Sách Đen,695,"Không quá 50% thu nhập sau thuế nên dành cho các mục thiết yếu. Ít nhất 20% thu nhập cho các nghĩa vụ tài chính (quỹ lương hưu, tiết kiệm cho việc khẩn cấp, trả nợ vay…). 30% dành cho những thú vui."
Otegha Uwagba,Sách Đen,696,Quy tắc 50/30/20 là điểm khởi đầu tốt cho những người mới bắt đầu lập ngân sách cá nhân.
Otegha Uwagba,Sách Đen,697,Tiền tiết kiệm của bạn sẽ hết sau bao lâu nếu bạn không thể làm việc hoặc mất việc? Câu trả lời nên là ít nhất ba đến sáu tháng. 
Otegha Uwagba,Sách Đen,698,Khi được trả lương hãy chuyển tiền vào tài khoản tiết kiệm của bạn trước khi làm bất cứ điều gì.
Otegha Uwagba,Sách Đen,699,Khiến email của mình nổi bật: Đừng giấu gì cả - nếu bạn có gì đó hấp dẫn đủ để khiến người đọc hồi âm thì đừng đợi đến dòng cuối mới viết. Hãy cắm luôn biển chỉ dẫn ở tiêu đề.
Otegha Uwagba,Sách Đen,700,Khiến email của mình nổi bật: Đặt ra câu hỏi rõ ràng cho người nhận.
Otegha Uwagba,Sách Đen,701,Khiến email của mình nổi bật: Xây dựng bố cục email xoay quanh một hoặc hai yêu cầu để họ dễ dàng đồng ý.
Otegha Uwagba,Sách Đen,702,"Khả năng làm chủ chốn công sở (và cả trong cuộc sống) không chỉ tùy thuộc vào tài năng thiên bẩm của bạn, mà còn vào khả năng giao thiệp hiệu quả với người khác nữa."
Otegha Uwagba,Sách Đen,703,"Mối quan hệ tốt với cấp trên chủ yếu nằm ở khả năng giao tiếp với họ thật hiệu quả - từ đó có thể truyền đạt ý kiến, các vấn đề khúc mắc cũng như tham vọng của bạn. Tìm hiểu phương thức và phong cách giao tiếp mà sếp bạn yêu thích."
Otegha Uwagba,Sách Đen,704,"Là một người làm trong ngành công nghiệp sáng tạo, một trong những lí do quan trọng bạn được tuyển dụng là vì quan điểm riêng của bạn. Biết nêu ý kiến (gần như!) cũng quan trọng không kém gì việc nảy ra ý tưởng, vậy nên đừng bao giờ xuất hiện ở một cuộc họp mà chỉ ngồi im không nói gì bạn nhé."
Otegha Uwagba,Sách Đen,705,"Impostor syndrome – hội chứng tâm lý gặp ở những người luôn nghi ngờ thành quả, khả năng của bản thân. Họ cho rằng mình không đủ giỏi, trong một số trường hợp còn gặp phải ám ảnh dai dẳng rằng họ sẽ bị lộ ra là “kẻ gian lận”."
Otegha Uwagba,Sách Đen,706,"Trên con đường sự nghiệp của bạn, chẳng có gì lạ khi bạn sẽ thực sự ở giữa những người tài giỏi hơn, nhiều kinh nghiệm hơn, vậy nên cảm thấy kém cỏi là một điều rất tự nhiên."
Otegha Uwagba,Sách Đen,707,"Luôn căng thẳng, làm việc quá sức hoặc kiệt sức là một khởi đầu tồi tệ để làm ra sản phẩm tốt."
Otegha Uwagba,Sách Đen,708,"Những người tư duy sáng tạo đều thực hành chánh niệm, một dạng thiền định bắt nguồn từ tu tập theo đạo Phật. Cải thiện sự tập trung và tăng cường trí nhớ."
Otegha Uwagba,Sách Đen,709,"Khi bạn mới thức dậy vào buổi sáng, hãy dành hai phút trên giường và nhắm mắt, chỉ đơn giản là tập trung vào sự chuyển động của hơi thở và ra khỏi cơ thể."
Otegha Uwagba,Sách Đen,710,"Khi lên giường, dành hai phút để lặp lại thói quen khi thức dậy, lần này hãy hình dung tất cả những suy nghĩ và lo lắng trong ngày đang tan biến theo nghĩa đen."
Otegha Uwagba,Sách Đen,711,Việc cung cấp TCL cho cơ thể sẽ giúp bạn có năng suất làm việc tốt nhất và khiến bạn tràn đầy ý tưởng. TLC: Total leukocyte count (số lượng bạch cầu).
Otegha Uwagba,Sách Đen,712,"Nếu bạn không ăn uống tốt, bạn sẽ khó làm việc hết năng suất."
Otegha Uwagba,Sách Đen,713,"Các loại thực phẩm với chỉ số GI thấp như các loại hạt, bỏng ngô (không đường), cà rốt, sô cô la đen đều là những thực phẩm bổ não, chúng sẽ giúp bạn bớt đói và tăng cường trí não. GI: Glycemic index (chỉ số đường huyết)."
Otegha Uwagba,Sách Đen,714,Sự tăng cường chất Endorphin sau mỗi buổi luyện tập có thể kích thích tâm trạng và thúc đẩy suy nghĩ sáng tạo của bạn.
Otegha Uwagba,Sách Đen,715,Chất lượng giấc ngủ của bạn cũng quan trọng như thời gian ngủ.
Otegha Uwagba,Sách Đen,716,"Cố gắng dành nửa giờ trước khi ngủ để thư giãn với một cuốn sách, hoặc bất cứ thứ gì có thể giúp não bộ của bạn thả lỏng sau một ngày bận rộn. Khoảng thời gian thư giãn này phải là một nơi hoàn toàn không có màn hình, vì việc tiếp xúc với ánh sáng xanh ngay trước khi ngủ ảnh hưởng đáng kể đến chất lượng giấc ngủ của bạn do ánh sáng này ngăn cơ thể bạn tiết ra chất giúp bạn ngủ ngon hơn."
Otegha Uwagba,Sách Đen,717,Đừng quên tự thưởng mỗi khi hoàn thành tốt một công việc.
Otegha Uwagba,Sách Đen,718,Đừng bao giờ đánh giá thấp sức mạnh của sự nuông chiều bản thân để tinh thần phấn chấn và làm tâm hồn của mình trẻ lại.
Otegha Uwagba,Sách Đen,719,Từ “không” là một trong những vũ khí mạnh nhất để bảo vệ thời gian và năng lượng của bạn.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,720,Carolina Herrera: Món phụ kiện giá trị nhất mà một người phụ nữ nên sở hữu là một chiếc gương soi toàn thân.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,721,"Vấn đề không nằm ở size sổ, quan trọng là món đồ đó có vừa vặn với cơ thể của bạn không và nó mang tới cho bạn cảm giác thế nào khi vận lên người."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,722,"Athleisure: là xu hướng thời trang kết hợp những món đồ vốn sử dụng trong các hoạt động thể dục thể thao cho một thời điểm, hoàn cảnh hoặc mục đích hoàn toàn không liên quan gì đến hoạt động thể dục thể thao. Ví dụ như bạn hoàn toàn có thể mặc một chiếc quần thể thao hoặc quần legging đi dạo phố chẳng hạn."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,723,Các đường viền diềm và chi tiết xếp nếp làm vùng cơ thể mà chúng che phủ trông đầy đặn hơn chút đỉnh.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,724,Dáng thước kẻ mảnh mai – vốn có điểm đặc thù là hầu như không nhận ra eo – sẽ chỉ hợp với thắt lưng trong trường hợp bản thân bộ trang phục có sẳn chi tiết làm vùng hông hoặc vai nổi bật. Món đồ phù hợp nhất để tạo ra đường cong cho dáng người thước kẻ là kiểu áo peplum hoặc những chiếc váy liền.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,725,Peplum là thiết kế có các đường may chít eo hoặc xếp ly cầu kì cộng thêm phần bụng dưới được may hơi xòe ra.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,726,"Nếu bạn sở hữu vóc dáng thanh mảnh và ngực nhỏ, bạn có thể thử những thiết kế có phần tay rộng."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,727,"Dáng người góc cạnh sẽ phù hợp với trang phục có đường may sắc nét, rõ hình dạng, trong khi kiểu dáng mềm mại sẽ chỉ càng tố cáo sự góc cạnh hơn mà thôi."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,728,"Tuýp nhỏ nhắn hoặc thanh mảnh thì những chiếc áo hai hàng khuy hoặc có chi tiết đối xứng sẽ tôn vinh đường cong của bạn, hoặc gia tăng thêm đường cong cho bạn. Dáng áo ngắn vừa phải sẽ làm người đối diện tưởng là bạn sở hữu chiều cao tương đối."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,729,Chiếc quần ống lỡ trên mắt cá sẽ phù hợp với tất cả mọi người.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,730,Kiểu trang phục mang tới cho họ cảm giác tự tin mỗi khi mặc chúng lên người: đó là thứ vừa vặn nhất với hình thể của họ hoặc đó là thứ bộc lộ chính xác nhất cá tính của họ.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,731,"Đừng mua bất cứ thứ gì mang lại cho bạn cảm giác kém thoải mái, dù chỉ một chút xíu. Quần áo phải là thứ hỗ trợ cho bạn chứ không thể là thứ cản trở bạn."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,732,Những cặp màu trung tính tương phản luôn cho ra những hiệu ứng xuất sắc.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,733,TRUY TÌM UNDERTONE - Kiểm tra ven cổ tay: Màu xanh dương hoặc tím: undertone lạnh; Xanh lá: undertone ấm; Không phân định được: undertone trung tính.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,734,Tone lạnh thì không dễ bắt nắng.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,735,"Undertone trung tính hợp với màu: đen, trắng chân chính, xanh hải quân và ghi đá. Tất cả những người thuộc undertone trung tính đều hợp với màu đỏ chân chính, dù là đỏ nền xám hay đỏ nền cam."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,736,Trắng tinh khôi là màu có thể nuông chiều mọi tone da.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,737,Xanh cổ vịt là sắc màu pha trộn giữa xanh lá và xanh dương theo một tỉ lệ hoàn hảo cũng có khả năng tôn da đáng kể.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,738,Một chút màu hồng nude cũng có thể mang lại vẻ tươi sáng cho làn da của chủ nhân đang diện nó.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,739,Màu tím thẫm (tím quả cà): nhấn mạnh và tôn da vô cùng.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,740,"It-bag: là từ chỉ những mẫu thiết kế túi xách cao cấp, đặc trưng cho một thương hiệu và đã trở thành một biểu tượng thời trang."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,741,Khi bàn về màu sắc của chiếc túi nên mạo hiểm một chút. Một chiếc túi có màu sắc nổi bật chính là chìa khóa làm cho bộ trang phục trở nên đáng chú ý gấp nghìn lần. (Xanh lá hoặc tím thẫm)
Anna Murphy,Đừng Chỉ Mặc Màu Đen,742,"Bất kể một chiếc túi trông đẹp ra sao, nếu bạn không thể sử dụng chúng thì chúng chỉ là món đồ vô dụng."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,743,Chìa khóa là hãy mua chiếc túi chất lượng nhất mà bạn có thể mua.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,744,"Đừng nghĩ là để mua được một chiếc túi tốt thì phải có nhiều tiền, những cũng đừng bao giờ mong chờ vào một chiếc túi rẻ tiền."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,745,Ngay cả một chiếc áo xấu xí cũng có thể trở nên ổn hơn nếu bạn khoác cho nó một chiếc áo choàng thật đỉnh.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,746,Phần thon gọn nhất của đôi chân thường là phần nằm giữa bắp chân và mắt cá + phần eo cao một chút.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,747,"Một cách khái quát thì một đôi giày cao gót sẽ phù hợp với hầu hết các dáng váy – hoặc một đôi boots cao đến mắt cá, hoặc một đôi xăng-đan đế xuồng – còn một đôi giày thể thao phù hợp cho những sự kiện thoải mái và không câu nệ. Giày đế bệt hoặc những đôi kitten heels (những đôi giày cao gót có phần gót bé xinh chỉ khoảng 3cm) có thể áp dụng trong nhiều trường hợp."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,748,LBJ: little black jumpsuit.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,749,Sneakers ư? Nó giống như viên thần dược mang lại tuổi trẻ. Bạn nhất định phải sở hữu một đôi màu trắng tinh tươm trong tủ đồ. Kết hợp chúng một cách thật thông minh và thế là chúng sẽ giúp trừ đi hẳn 10 tuổi cho diện mạo của bạn.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,750,"Một dáng vẻ thời thượng không phụ thuộc vào việc bạn mặc cái gì, mà phụ thuộc vào cách mà bạn mặc chúng."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,751,"Một chiếc áo khoác blazer form nam tính ra bên ngoài một chiếc váy in hoa kiểu dáng càng điệu đà, nữ tính càng tốt."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,752,Form dáng suông trông sẽ hoàn hảo với những cô nàng ngực nhỏ và vóc dáng khảnh mảnh.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,753,Form dáng chiết li sẽ phù hợp với những người có đường cong hoặc vòng 1 đầy đặn.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,754,"Mặc một chiếc váy hoa dài mềm mại phóng khoáng bên ngoài một chiếc áo phông màu trắng trơn, kèm quần jeans hoặc quần âu đen."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,755,"Một chiếc gile lông ra bên ngoài áo thun, hoặc một chiếc váy dài và hoàn thiện cùng một đôi boots cao."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,756,"Một chiếc áo hoodie kèm một chiếc quần tây cắt cúp hoàn hảo và một đôi sneaker đơn giản, và thế là bạn sẽ sở hữu một tổng thể vừa sang trọng, sắc sảo lại vừa hiện đại, cá tính."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,757,Đôi khi thứ làm chúng ta sợ hãi lại chính là thứ sẽ làm ra trở nên tuyệt vời theo một cách khó quên.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,758,Cách đơn giản nhất là hãy để ít nhất một món đồ trong tổng thể mang màu sắc và tinh thần trung tính.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,759,Phối họa tiết sọc kèm họa tiết hoa – chỉ có điều nên nhớ là màu sắc hai họa tiết này phải tương đồng nhau.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,760,Làm sao để yêu thương Trái Đất theo cách tha thiết như khi chúng ta ái mộ thời trang? Câu trả lời đơn giản nhất có lẽ chỉ là: hãy cố gắng mua sắm ít thôi – điều này đi đôi với việc bạn cần học cách mua sắm thông minh.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,761,Những sự lên ngôi của cái gọi là “thời trang mì ăn liền” đã làm chúng ta hiểu sai trầm trọng “giá trị” của quy trình sản xuất ra một món trang phục. Hãy lấy ví dụ là một chiếc áo khóac. Nếu người thợ may làm ra nó được trả một mức công xá xứng đáng; nếu nó được tạo ra từ một quy trình sản xuất hoàn toàn thân thiện với môi trường – thì giá thành của món hàng đó sẽ đắt hơn nhiều lần mức giá mà hầu hết chúng ta sẵn lòng chi trả cho một chiếc áo khoác.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,762,Một trong những vấn đề mà một chiếc áo thun nhỏ nhoi có thể gây ra cho môi trường nằm ở việc chúng được giặt giũ quá nhiều.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,763,"Personal shopper: là người được trả tiền để đi mua sắm thay cho bạn, trong trường hợp bạn quá bận rộn hoặc không tin tưởng vào gu mua đồ của cá nhân mình. "
Anna Murphy,Đừng Chỉ Mặc Màu Đen,764,Những đôi giày sau chắc chắn sẽ làm nên chuyện: Một đôi giày bít mũi màu trắng. Một đôi ankle boots (loại boots cao đến mắt cá chân) màu đỏ hoặc trắng. Một đôi boots màu đỏ thẫm có thể biến một chiếc quần âu chuẩn mực – đặc biệt là khi chiếc quần có màu trung tính – trở thành một thứ gì đó cực kỳ sành điệu. Bạn có thể đi xa hơn nữa bằng cách phối hợp giày và phụ kiện cùng tone.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,765,"Phải tìm ra thứ thực sự tôn dáng đôi bàn chân, chiều cao và khung xương – những đặc tính cá nhất."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,766,"Kích cỡ khung xương bàn chân cỡ nhở: sẽ hợp với những đôi giày kiểu xinh xắn. (Kitten heels gót bé xíu xiu, giày bít mũi gót mảnh hoặc những đôi giày đế xuồng kiểu dáng tinh tế…)"
Anna Murphy,Đừng Chỉ Mặc Màu Đen,767,"Bàn chân nhỏ: hãy chọn những đôi giày mũi nhọn, đường cắt ở mũi giày sâu để lộ ngón chân. Tránh những đôi giày có thiết kế quá cầu kì."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,768,"Bề ngang bàn chân hẹp: chi tiết trang trí nằm ngang. (Quai buộc ngang cổ chân, dép quai ngang) Chúng sẽ tạo nên hiệu ứng tăng kích cỡ chiều ngang. Hãy chắc chắn là sandals và giày cao gót của bạn đều có phần gót mảnh mai. Tránh những đôi giày có phần mũi nhọn và dài."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,769,Ăn mặc như một kẻ vô hình sẽ khiến bạn bị nhận diện là một kẻ vô danh.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,770,"Để không bị thay thế, người ta phải trở nên cực kỳ khác biệt. – Coco Chanel."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,771,Hãy bắt đầu ăn mặc để tăng tính nhận diện.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,772,"Nếu nửa trên của bạn lớn hơn nửa dưới – dáng tam giác ngược điển hình – hãy dành những yếu tố gây chú ý cho phần chân váy hoặc quần. Còn ngược lại, hãy dành sự chú ý cho những chiếc áo khoác hoặc áo."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,773,"Càng là một món đồ ấn tượng, càng nên mặc nó theo một cách thản nhiên, dễ dàng và thoải mái."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,774,"Học cách xác định màu sắc và chủng loại họa tiết bạn yêu mến, tất nhiên, chúng cũng phải “yêu mến” lại bạn bằng cách giúp bạn tôn vinh vóc dáng của bản thân. Hãy suy nghĩ xem đâu là phần cơ thể mà bạn tự hào và muốn “nhấn nhá” vào nó. Hãy cân nhắc trong việc lựa chọn cho riêng mình một phong cách đặc trưng."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,775,Điều cần phải nhớ khi bạn muốn trưng diện là đừng bao giờ cố gắng trưng diện từ đầu đến chân. Nếu một món đồ đã thuộc hàng siêu nổi bật thì món đồ còn lại nhất thiết nên đơn giản thôi.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,776,Trang phục là thứ phải khiến cho bạn thoải mái nhưng nó đồng thời cũng phải khiến bạn tuyệt nhất có thể bằng cách giúp bạn tôn vinh vóc dáng và tính cách.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,777,"Track pants: là loại quần điển hình cho phong cách athleisure với thiết kế được lấy cảm hứng từ quần thể thao, với các chi tiết quen thuộc như đường line sáng màu chạy dọc thân quần, cạp chun buộc dây hay túi hộp, bo ống,.."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,778,"Việc để lộ vùng mắt cá chân, cũng như cổ tay, là rất hiệu quả trong việc tạo ra ảo giác là chân tay bạn dài hơn thực tế, đặc biệt là khi bạn kết hợp chiếc quần này với một đôi giày cao gót thì dáng bạn trông sẽ càng thêm cao ráo."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,779,Mẹo thứ hai để khiến đôi chân bạn trông dài hơn thực tế là mặc những chiếc quần suông dài.
